NewRef,New_ID,New_ID_Bis,Old-ID,CurrentLabel,Current+,Current-no-macrons,Revise,RevisedLabel,RevisedLabel-no-macrons,TC-Notes,Status,Julia,Stephanie,Notes-From-Ian,NewNotes4/26,Notes-4-Ian,My-Notes,Other_Name,Monastery,Multiple,Arabic-Name,URIs,Syriaca_ID,Syriaca_Name,02-03,04-05,6,7,8,9,10-11,12-13,14,15,16-17,18,19
310,546,New546,#N/A,Mar Sarkis/Ehden,Mar Sarkis/Ehden,Mar Sarkis/Ehden,FALSE,Mar Sargis/Ehden,Mar Sargis/Ehden,,LABEL REV.,,,,,,,,y,y,y,,http://syriaca.org/place/271,#N/A,,,,7,,,,,,,,,
311,553,New553,#N/A,Mar Sharbel,Mar Sharbel,Mar Sharbel,FALSE,,,,FINAL,,,,,,,,y,,,N/A,,#N/A,,,,7,,,,,,,,,
312,543,New543,#N/A,Mar Yuḥanon Maron,Mar Yuḥanon Maron,Mar Yuḥanon Maron,FALSE,,,,FINAL,,,,,,,,y,,,http://www.geonames.org/271057/mar-youhanna-maroun.html,,#N/A,,,,7,,,,,,,,,
313,552,New552,#N/A,Mayfuq,Mayfuq,Mayfuq,FALSE,Our Lady of Mayfūq,Our Lady of Mayfuq,,LABEL REV.,,,,,I prefer to keep the convent name since this was a patriarchal see,,,y,,y,https://en.wikipedia.org/wiki/Mayfouq,,#N/A,,,,7,,,,,,,,,
314,28,New28,Old206,Maʕlula,Maʿlula,Maʿlula,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/279,#N/A,,,,7,,,,,,,,,
315,182,New182,Old104,Maʕrrat Ṣaydnaya,Maʿrrat Ṣaydnaya,Maʿrrat Ṣaydnaya,FALSE,Maʿrrat Ṣaydnaya,Maʿarrat Ṣaydnaya,,LABEL REV.,,,,,mispelled,,,,,,,http://syriaca.org/place/281,Maʿarrat Ṣaydnāyā,,,,7,,,,,,,,,
316,549,New549,#N/A,Mt Lebanon,Mt Lebanon,Mt Lebanon,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Mount_Lebanon,,#N/A,,,,7,,,,,,,,,
317,436,New436,,Orontes R.,Orontes R.,Orontes R.,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/147,#N/A,,,6,7,,,,,,,,,
318,268,New268,Old100,Qara,Qara,Qara,FALSE,,,,FINAL,,,,,,Add macrons over both vowels?,,,,,,http://syriaca.org/place/161,Qara,,,,7,,,,,,,,,
319,275,New275,Old103,Ṣadad,Ṣadad,Ṣadad,FALSE,,,,FINAL,,,,,,,,,,y,,http://syriaca.org/place/276,Ṣadad,,,,7,,,,,,,,,
320,279,New279,Old383,Sharfeh,Sharfeh,Sharfeh,FALSE,,,,FINAL,,,,,,Preferred Syriac spelling,,,,,,http://syriaca.org/place/232,Sharfeh,,,,7,,,,,,,,,
321,547,New547,#N/A,Wadi Qadisha,Wadi Qadisha,Wadi Qadisha,FALSE,Qadisha Valley,Qadisha Valley,,LABEL REV.,,,,,This avoids a partial Arabic/Syriac name and transliteration issues,,,,,,https://en.wikipedia.org/wiki/Kadisha_Valley,,#N/A,,,,7,,,,,,,,,
322,554,New554,#N/A,Yanouh,Yanouh,Yanouh,FALSE,Yānūḥ,Yanuḥ,,LABEL REV.,,,,,,,,,,y,http://pleiades.stoa.org/places/668400,,#N/A,,,,7,,,,,,,,,
323,139,New139,Old226,Alexandria,Alexandria,Alexandria,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/572,Alexandria,,,,,8,,,,,,,,
324,#N/A,#N/A,#N/A,Aqaba,Aqaba,Aqaba,FALSE,ʿAqaba,ʿAqaba,,LABEL REV.,,,,,"I do see that Aqaba is widely used in English, but perhaps for consistency we should use the transliteration.",,,,,y,http://gazetteer.dainst.org/place/2289336,,#N/A,,,,,8,,,,,,,,
325,#N/A,#N/A,#N/A,Bilbeis,Bilbeis,Bilbeis,FALSE,,,,FINAL,,,,,We can save space and delete this.,,,,,,,,#N/A,,,,,8,,,,,,,,
326,212,New212,,Cairo,Cairo,Cairo,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/521,#N/A,,,,,8,,,,,,,,
327,211,New211,,Damietta,Damietta,Damietta,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/727235,,#N/A,,,,,8,,,,,,,,
328,440,New440,Old127,EGYPT,EGYPT,EGYPT,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/715,Egypt,,,,,8,9,,,,,,,
329,201,New201,Old285,Enaton,Enaton,Enaton,FALSE,,,,FINAL,,,,,,,,,,,http://ccdl.libraries.claremont.edu/cdm/ref/collection/cce/id/784,http://syriaca.org/place/473,The Enaton,,,,,8,,,,,,,,
330,#N/A,#N/A,#N/A,Gadara,Gadara,Gadara,FALSE,,,,FINAL,,,,Okay to keep,We can save space and delete this.,,,,,,,,#N/A,,,,,8,,,,,,,,
331,441,New441,Old421,JORDAN,JORDAN,JORDAN,FALSE,,,,FINAL,,,,,,,,,,,http://gazetteer.dainst.org/place/2283141,,#N/A,,,,,8,,,,,,,,
332,443,New443,Old120,Judean Desert,Judean Desert,Judean Desert,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Judaean_Desert,,#N/A,,,,,8,,,,,,,,
333,515,New515,Old128,KELLIA,KELLIA,KELLIA,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/727141,,#N/A,,,,,8,,,,,,,,
334,#N/A,#N/A,#N/A,Klysma/Qulzum,Klysma/Qulzum,Klysma/Qulzum,FALSE,,,,FINAL,,,,,,,,,,y,https://pleiades.stoa.org/places/727101,,#N/A,,,,,8,,,,,,,,
335,#N/A,#N/A,#N/A,L. Fayyum,L. Fayyum,L. Fayyum,FALSE,L. Fayyūm,,,FINAL,,,,,,,,,,y,https://en.wikipedia.org/wiki/Faiyum_Oasis,,#N/A,,,,,8,,,,,,,,
336,#N/A,#N/A,#N/A,Leontopolis,Leontopolis,Leontopolis,FALSE,,,,FINAL,,,,Okay to keep,We can save space and delete this.,,,,,,,,#N/A,,,,,8,,,,,,,,
337,#N/A,#N/A,#N/A,Mansura,Mansura,Mansura,FALSE,,,,DELETE,,,,,We can save space and delete this.,,,,,,,,#N/A,,,,,8,,,,,,,,
338,192,New192,Old109,Mar Saba,Mar Saba,Mar Saba,FALSE,,,,FINAL,,,,,,,,y,,,http://pleiades.stoa.org/places/687969,,#N/A,,,,,8,,,,,,,,
339,213,New213,,Memphis,Memphis,Memphis,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/736963,,#N/A,,,,,8,,,,,,,,
340,#N/A,#N/A,#N/A,Nile R.,Nile R.,Nile R.,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/629,#N/A,,,,,8,9,,,,,,,
341,339,New339,,Philadelphia/Amman,Philadelphia/Amman,Philadelphia/Amman,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/22,#N/A,,,,,8,,,,,,,,
342,363,New363,,Ptolemais/Acre,Ptolemais/Acre,Ptolemais/Acre,FALSE,Ptolemais/Acre/Akko,Ptolemaïs/Acre/Akko/ʿAkka,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/14,#N/A,,,,,8,,,,,,,,
343,#N/A,#N/A,#N/A,Raphia/Rafaḥ,Raphia/Rafaḥ,Raphia/Rafaḥ,FALSE,,,,FINAL,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_6182,,,,,http://pleiades.stoa.org/places/688015,,#N/A,,,,,8,,,,,,,,
344,#N/A,#N/A,#N/A,SCETE,SCETE,SCETE,FALSE,SCETIS/WĀDĪ NAṬRŪN,SCETIS/WADI NAṬRUN,,LABEL REV.,,,,,These two are the usual names in the Syriac sources.,,,,,,,http://syriaca.org/place/289,Scetis,,,,,8,,,,,,,,
345,#N/A,#N/A,#N/A,Shechem,Shechem,Shechem,FALSE,Neapolis/Nāblus,Shechem/Neapolis/Nablus,,LABEL REV.,,,,,Nablus is more significant as a location for Syriac sources.,,,,,y,http://pleiades.stoa.org/places/678301,,#N/A,,,,,8,,,,,,,,
346,#N/A,#N/A,#N/A,Sinai Peninsula,Sinai Peninsula,Sinai Peninsula,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/746813,,#N/A,,,,,8,,,,,,,,
347,298,New298,,Aden,Aden,Aden,FALSE,,,,FINAL,,,,,,"For consistency ʿAdan, http://dx.doi.org/10.1163/1573-3912_ei3_SIM_0188",,,,,http://pleiades.stoa.org/places/39269,,#N/A,,,,,,9,,,,,,,
348,#N/A,#N/A,#N/A,Adulis (Zula),Adulis (Zula),Adulis (Zula),FALSE,Adulis/Zula,Adulis/Zula,,LABEL REV.,,,,,,,,,,,http://vici.org/vici/21479,,#N/A,,,,,,9,,,,,,,
349,301,New301,,Aksum,Aksum,Aksum,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/39303,,#N/A,,,,,,9,,,,,,,
350,#N/A,#N/A,#N/A,al-Ḥijr,al-Ḥijr,al-Ḥijr,FALSE,Madāʾin Ṣāliḥ,al-Ḥijr/Madaʾin Ṣaliḥ,,LABEL REV.,,,,,,"http://whc.unesco.org/en/list/1293, http://dx.doi.org/10.1163/1875-3922_q3_EQSIM_00192, https://en.wikipedia.org/wiki/Mada%27in_Saleh,",,,,,http://gazetteer.dainst.org/place/2105911,,#N/A,,,,,,9,,,,,,,
351,#N/A,#N/A,#N/A,Bay of Aden,Bay of Aden,Bay of Aden,FALSE,,,,FINAL,,,,,,"For consistency, Bay of ʿAdan",,,,,https://en.wikipedia.org/wiki/Gulf_of_Aden,,#N/A,,,,,,9,,,,,,,
352,#N/A,#N/A,#N/A,Dairin,Dairin,Dairin,FALSE,Dayrin/Tārūt,Dayrin/Tarut,,REVISE,,,,,"On map 9, it make sense to pull the point out just slightly into the water, since it is an island? Should we label this on map 14?","Dayrīn needs a macron, Oriens Christianus Novus, p. 74, https://www.penn.museum/sites/expedition/northeastern-arabia/",,,,,https://en.wikipedia.org/wiki/Tarout_Island,,#N/A,,,,,,9,,,14,,,,
353,297,New297,,Dhofar,Dhofar,Dhofar,FALSE,,Ẓufar,"Dhufār, Proper transliteration is Ẓufār (the initial ""Dh"" reflects British imperial mis-hearing)",LABEL REV.,,,,,"Dhufār, Proper transliteration is Ẓufār (the initial ""Dh"" reflects British imperial mis-hearing)","http://dx.doi.org/10.1163/2405-447X_loro_COM_000213 Dhufār, Proper transliteration is Ẓufār (the initial ""Dh"" reflects British imperial mis-hearing)",,,,,https://en.wikipedia.org/wiki/Dhofar_Governorate,,#N/A,,,,,,9,,,,,,,
354,#N/A,#N/A,#N/A,Faras,Faras,Faras,FALSE,Qasr Ibrīm,Qasr Ibrim,,REVISE,,,,,"Of more direct Syriac connection is Qast Ibrīm which is just nort on the nile at 22.650278, 31.991667, could we replace Faras with that instead please?","https://en.wikipedia.org/wiki/Qasr_Ibrim, “A Syriac Alphabet from Qasr Ibrim”: https://medievalsaiproject.wordpress.com/2016/02/16/one-goal-achieved/",,,,,http://pleiades.stoa.org/places/798093,,#N/A,,,,,,9,,,,,,,
355,#N/A,#N/A,#N/A,Hagar,Hagar,Hagar,FALSE,,,,FINAL,,,,,,https://en.wikipedia.org/wiki/Gerrha,,,,,http://pleiades.stoa.org/places/932483,,#N/A,,,,,,9,,,,,,,
356,#N/A,#N/A,#N/A,Ḥaṭṭā/al-Qaṭīf,Ḥaṭṭā/al-Qaṭīf,Ḥaṭṭa/al-Qaṭif,Revise,Ḥaṭṭā/Qaṭīf,Ḥaṭṭa/al-Qaṭif,I would prefer to keep the Arabic definite article (al-) in all cases where English usage doesn't supersede it.,LABEL REV.,,,,,,http://heritage.brookes.ac.uk/downloads/abu-dhabi-collections.pdf,,,,,https://en.wikipedia.org/wiki/Qatif,,#N/A,,,,,,9,,,14,,,,
357,259,New259,,Hormuz,Hormuz,Hormuz,FALSE,,,,FINAL,,,,,,"https://en.wikipedia.org/wiki/Hormuz,_Iran",,,,,http://www.iranicaonline.org/articles/hormuz-i,,#N/A,,,,,,9,,,14,,,,
358,525,New525,,Indian Ocean,Indian Ocean,Indian Ocean,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/39290,,#N/A,,,,,,9,,,,,,,
359,187,New187,Old151,Kharg Island,Kharg Island,Kharg Island,FALSE,Khārg Island,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/912881,,#N/A,,,,,,9,,,14,,,,
360,#N/A,#N/A,#N/A,Khartoum,Khartoum,Khartoum,FALSE,,,,FINAL,,,,,,,,,,,https://gazetteer.dainst.org/place/2122416,,#N/A,,,,,,9,,,,,,,
361,#N/A,#N/A,#N/A,Mashmahīg/Samāhīj,Mashmahīg/Samāhīj,Mashmahig/Samahij,Revise,Mashmahig,Mashmahig,,LABEL REV.,,,,,"To save space, let's just keep the Syriac/Persian name","https://books.google.com/books?id=whfW9rEG2h4C&lpg=PA71&ots=RW1tos8mi7&dq=Gerrha%20Nestorians&pg=PA71#v=onepage&q=Gerrha%20Nestorians&f=false, https://en.wikipedia.org/wiki/Al_Dair, http://heritage.brookes.ac.uk/downloads/abu-dhabi-collections.pdf, https://books.google.com/books?id=XaiGAgAAQBAJ&lpg=PA30&ots=7iY92HRF3C&dq=Mashmahig&pg=PA30#v=onepage&q=Mashmahig&f=false",,,,,https://en.wikipedia.org/wiki/Samaheej,,#N/A,,,,,,9,,,,,,,
362,#N/A,#N/A,#N/A,Mazūn (Ṣuḥār?),Mazūn (Ṣuḥār?),Mazun (Ṣuḥar?),Revise,Ṣuḥār,Ṣuḥar,,REVISE,,,,,Mazun appears to be just a region not a settlement. Let's split this.,"http://dx.doi.org/10.1163/1573-3912_ei3_COM_22722, http://dx.doi.org/10.1163/1573-3912_islam_SIM_7135",,,,https://en.wikipedia.org/wiki/Sohar,,,#N/A,,,,,,9,,,,,,,
363,369,New369,,Mecca,Mecca,Mecca,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/29652,,#N/A,,,,,,9,,,,,,,
364,370,New370,,Medina,Medina,Medina,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/814688,,#N/A,,,,,,9,,,,,,,
365,#N/A,#N/A,#N/A,Meroe,Meroe,Meroe,FALSE,,Meroë,"I typically see this in English as Meroë to indicate the final vowel is a separate syllable, not a diphthong",LABEL REV.,,,,,,,,,,,https://pleiades.stoa.org/places/805630,,#N/A,,,,,,9,,,,,,,
366,#N/A,#N/A,#N/A,Najrān,Najrān,Najran,Revise,,Najran,,MACRON,,,,,,,,,,,,http://syriaca.org/place/464,#N/A,,,,,,9,,,,,,,
367,#N/A,#N/A,#N/A,Old Dongola,Old Dongola,Old Dongola,FALSE,,,,FINAL,,,,,,,,,,,http://dare.ht.lu.se/places/43030.html,,#N/A,,,,,,9,,,,,,,
368,302,New302,,Panopolis/Akhmim,Panopolis/Akhmim,Panopolis/Akhmim,FALSE,Panopolis/Akhmīm,,,FINAL,,,,,,http://dx.doi.org/10.1163/1573-3912_ei3_COM_22669,,,,,http://pleiades.stoa.org/places/756613,,#N/A,,,,,,9,,,,,,,
369,#N/A,#N/A,#N/A,Ptolemaïs (al-Mansha),Ptolemaïs (al-Mansha),Ptolemaïs (al-Mansha),FALSE,,,,DELETE,,,,,"Unless there is a Syriac connection I'm not aware of, let's delete this to save space.",,,,,,http://pleiades.stoa.org/places/756635,,#N/A,,,,,,9,,,,,,,
370,#N/A,#N/A,#N/A,Qanaʔ,Qanaʾ,Qanaʾ,FALSE,Qanaʾ/Cane Emporium,Qanaʾ/Cane Emporium,,LABEL REV.,,,,,,"http://dx.doi.org/10.1163/1573-3912_ei3_COM_22722, http://dasi.humnet.unipi.it/index.php?id=dasi_prj_sit&prjId=1&navId=13901594&recId=46, http://dx.doi.org/10.1163/1573-3912_islam_SIM_2908",,,,,https://en.wikipedia.org/wiki/Bi%27r_%60Ali,,#N/A,,,,,,9,,,,,,,
371,#N/A,#N/A,#N/A,Qish Island,Qish Island,Qish Island,FALSE,,,,DELETE,,,,,"This label was in your list, but I don't think on any maps. In any case, this island was mistakenly thought by earlier scholars to have a Nestorian bishop, but that is now rejected; lets delete to avoid continuing the mistake: http://www.iranicaonline.org/articles/kish-island",,,,,,,,#N/A,,,,,,9,,,14,,,,
372,#N/A,#N/A,#N/A,Rev Ardashir?,Rev Ardashir?,Rev Ardashir?,FALSE,Rev Ardashīr,Rev Ardashir,,LABEL REV.,,,,,"This is fairly certain to be Rīshahr near modern Būshahr, no need for question mark.","https://en.wikipedia.org/wiki/Bushire, http://www.iranicaonline.org/articles/busehr-ar",,,,,https://pleiades.stoa.org/places/922711,,#N/A,,,,,,9,,,14,,,,
373,340,New340,,Riyadh,Riyadh,Riyadh,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Riyadh,,#N/A,,,,,,9,,,,,,,
374,#N/A,#N/A,#N/A,Ṣanʕāʔ,Ṣanʿāʾ,Ṣanʿaʾ,Revise,,Ṣanʿaʾ,,MACRON,,,,,,https://en.wikipedia.org/wiki/Sana%27a,,,,,http://gazetteer.dainst.org/place/2281510,,#N/A,,,,,,9,,,,,,,
375,258,New258,,Siraf,Siraf,Siraf,FALSE,Sīraf,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/29762,,#N/A,,,,,,9,,,14,,,,
376,#N/A,#N/A,#N/A,Soba,Soba,Soba,FALSE,,,,FINAL,,,,,,,,,,,http://dare.ht.lu.se/places/43029,,#N/A,,,,,,9,,,,,,,
377,#N/A,#N/A,#N/A,Socotra,Socotra,Socotra,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/642,#N/A,,,,,,9,,,,,,,
378,#N/A,#N/A,#N/A,Syene/Aswan,Syene/Aswan,Syene/Aswan,FALSE,,,,FINAL,,,,,,Syene/Aswān,,,,,http://pleiades.stoa.org/places/786123,,#N/A,,,,,,9,,,,,,,
379,#N/A,#N/A,#N/A,Tabūk,Tabūk,Tabuk,Revise,,Tabuk,,MACRON,,,,,,"Tabūk http://dx.doi.org/10.1163/1573-3912_islam_SIM_7267, https://en.wikipedia.org/wiki/Tabuk,_Saudi_Arabia",,,,,https://pleiades.stoa.org/places/814662,,#N/A,,,,,,9,,,,,,,
380,#N/A,#N/A,#N/A,Taymāʔ,Taymāʾ,Taymaʾ,Revise,,Taymaʾ,,MACRON,,,,,,,,,,,http://pleiades.stoa.org/places/814739,,#N/A,,,,,,9,,,,,,,
381,#N/A,#N/A,#N/A,Thebes,Thebes,Thebes,FALSE,,,,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/786017,,#N/A,,,,,,9,,,,,,,
383,55,New55,Old11,Arbela/Erbil,Arbela/Erbil,Arbela/Erbil,FALSE,,,,REVISE,,,,,"Fine on most maps, on map 19, please label as ""Arbel""",GK,,,,,,http://syriaca.org/place/13,Arbela,,,,,,,10-11,,,,,,19
384,225,New225,,Arshamshat,Arshamshat,Arshamshat,FALSE,Arsamosata,Arsamosata/Shimshaṭ,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/286,#N/A,,,,,,,10-11,,,,,,
385,67,New67,Old142,Arzon/Arzun,Arzon/Arzun,Arzon/Arzun,FALSE,Arzun,Arzun,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/285,Arzun,,,,,,,10-11,,,,,,19
386,#N/A,#N/A,#N/A,Balikh R.,Balikh R.,Balikh R.,FALSE,Balīkh R.,,,FINAL,,,,,,river,,,,,http://gazetteer.dainst.org/place/2043093,,#N/A,,,,,,,10-11,,,,,,
387,276,New276,Old449,Batnae/Serug,Batnae/Serug,Batnae/Serug,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/48,Serugh,,,,,,,10-11,,,,,,
388,169,New169,Old143,Bazyan,Bazyan,Bazyan,FALSE,Bāzyān,,,FINAL,,,,,,"For Bazyan - in Kurdistan Irak (Sulaymaniyah): I think the first item is the good one. Here is a bibliographical reference from V. Déroche: http://www.labex-resmed.fr/IMG/pdf/Deroche3basse_resolution.pdf Cf. also: DÉroche, V., Amin, N. A., «La fouille de Bazyan (Kurdistan irakien): un monastère nestorien?», dans F. Briquel-Chatonnet (éd.), Les églises en monde syriaque, Paris 2013, p. 363-380., https://mapcarta.com/27198526 ",,,,,http://wikimapia.org/6631740/Bazyan,,#N/A,,,,,,,10-11,,,,,,
389,#N/A,#N/A,#N/A,Beth Waziq,Beth Waziq,Beth Waziq,FALSE,Beth Waziq/al-Bawāzīj,Beth Waziq/al-Bawazij,,LABEL REV.,,,,,,"Arabic form is al-Bawāzīj (al-Bawāzīkh is attested at BO II:458 but may be Assemani's mistake) https://www.jstor.org/stable/1784608 and https://www.google.com/maps/place/Tall+'Ali,+Iraq/@35.3175356,43.7006042,8.82z/data=!4m5!3m4!1s0x15537995b6b0fb4f:0x322a5f8c0e245bb0!8m2!3d35.370491!4d43.660049",,,,,,http://syriaca.org/place/806,#N/A,,,,,,,10-11,12-13,,,,,
390,12,New12,Old188,Bokan,Bokan,Bokan,FALSE,,,,FINAL,,,,,,"GK, Būkān, according to Wikipedia's Farsi spelling http://www.geographic.org/geographic_names/name.php?uni=-4285266&fid=2857&c=iran",,,,,https://en.wikipedia.org/wiki/Bukan,,#N/A,,,,,,,10-11,,14,,,,
391,73,New73,Old265,Carrhae/Harran,Carrhae/Harran,Carrhae/Harran,FALSE,,,,FINAL,,,"this replacement is less objectionable, but is it necessary?","Agree, just Harran.",,Should we use Ḥaran as more accurate Syriac transcription?,,,,,,http://syriaca.org/place/216,Ḥarran,,,,,,,10-11,,,,,,
392,#N/A,#N/A,#N/A,Dayr Yaqub,Dayr Yaqub,Dayr Yaqub,FALSE,Mar Yaʿqub,Mar Yaʿqub,,LABEL REV.,,,,,,http://architectureandasceticism.exeter.ac.uk/items/show/132,,,,,,http://syriaca.org/place/398,#N/A,,,,,,,10-11,,,,,,
393,#N/A,#N/A,#N/A,Diyala R.,Diyala R.,Diyala R.,FALSE,,,,REVISE,,,,,"Dan King asks is we can label major rivers on the large scale maps 02-03, 04-05 if not labelled and space permits.",Diyālā R.,,,,,http://pleiades.stoa.org/places/893984,,#N/A,02-03,04-05,,,,,10-11,12-13,,,,,
395,#N/A,#N/A,#N/A,Eshnuq/Sheno,Eshnuq/Sheno,Eshnuq/Sheno,FALSE,Eshnuq/Šəno,Eshnuq/Šəno,,LABEL REV.,,,,,,GK,http://www.iranicaonline.org/articles/osnuya,,,,http://pleiades.stoa.org/places/874694,http://syriaca.org/place/2301,Eshnuq,,,,,,,10-11,,,,,,19
396,413,New413,,Gomel,Gomel,Gomel,FALSE,,,,DELETE,,,,,"We can delete from map 10-11, please keep for 19",http://www.terradininive.com,,,,,http://pleiades.stoa.org/places/874478,,#N/A,,,,,,,10-11,,,,,,19
397,#N/A,#N/A,#N/A,Great Zab R.,Great Zab R.,Great Zab R.,FALSE,,,,REVISE,,,,,"Dan King asks is we can label major rivers on the large scale maps 02-03, 04-05 if not labelled and space permits.",,,,,,http://pleiades.stoa.org/places/894183,http://syriaca.org/place/204,#N/A,02-03,04-05,,,,,10-11,,,,,,19
398,18,New18,Old196,Ḥalabja,Ḥalabja,Ḥalabja,FALSE,,,,FINAL,,,,,,GK,,,,,https://en.wikipedia.org/wiki/Halabja,,#N/A,,,,,,,10-11,12-13,,,,,
399,60,New60,Old16,Hulwan/Beth Lashpar,Hulwan/Beth Lashpar,Hulwan/Beth Lashpar,FALSE,Ḥulwān/Beth Lashpar,Ḥulwan/Beth Lashpar,,LABEL REV.,,,,,,page 32 map of http://web.b.ebscohost.com/ehost/ebookviewer/ebook/bmxlYmtfXzEwMjE2OV9fQU41?sid=ba30cc39-aaf6-4182-ba5b-98475813cffe@sessionmgr101&vid=0&format=EB&rid=1,,,,,https://pleiades.stoa.org/places/903043/beth-lashpar,http://syriaca.org/place/220 ,#N/A,,,,,,,10-11,,,,,,
400,362,New362,,Kamacha/Kemah,Kamacha/Kemah,Kamacha/Kemah,FALSE,,Kamakh,"I would replace both with Kamākh (Arabic name, close enough to Greek, more accurate than modern Turkish Kemah).",LABEL REV.,,,the modern Turkish name seems inappropriate as a replacement for the Classical one on this map,"Okay, please use Kamakh from Arabic",,,,,,,https://pleiades.stoa.org/places/874322,,#N/A,,,,,,,10-11,,,,,,
401,#N/A,#N/A,#N/A,Karka d-Beth Solkh/Kirkuk,Karka d-Beth Solkh/Kirkuk,Karka d-Beth Solkh/Kirkuk,FALSE,Karka d-Beth Slokh/Kirkuk,Karka d-Beth Slokh/Kirkuk,,REVISE,,,"Kirkuk – Karka etc. We had Karka etc. on map 2-3, Kirkuk made more sense for this map, as it is the common English name of the city.",Agree.,Please add to 10-11 and transpose o/l,,,,,,,http://syriaca.org/place/108,Karka d-Beth Slokh,,,,,,,10-11,,,,,,
402,513,New513,,Karka d-Piroz,Karka d-Piroz,Karka d-Piroz,FALSE,,,,FINAL,,,,,,https://beta.worldcat.org/archivegrid/collection/data/355814044,,,,,N/A,,#N/A,,,,,,,10-11,12-13,,,,,
403,22,New22,Old200,Kerend,Kerend,Kerend,FALSE,,,,FINAL,,,,,,GK,,,,,http://www.geographic.org/geographic_names/name.php?uni=-4314982&fid=2770&c=iran,,#N/A,,,,,,,10-11,12-13,,,,,
404,#N/A,#N/A,#N/A,Khabur R.,Khabur R.,Khabur R.,FALSE,,Khabur R.,,REVISE,,,,,"Dan King asks is we can label major rivers on the large scale maps 02-03, 04-05 if not labelled and space permits.",Both vowels need macrons.,,,,,,http://syriaca.org/place/114,#N/A,02-03,04-05,,,,,10-11,,,,,,
405,#N/A,#N/A,#N/A,Little Zab R.,Little Zab R.,Little Zab R.,FALSE,,Little Zab R.,,REVISE,,,,,"Dan King asks is we can label major rivers on the large scale maps 02-03, 04-05 if not labelled and space permits.",,,,,,,http://syriaca.org/place/121,Lesser Zab,02-03,04-05,,,,,10-11,,,,,,
406,#N/A,#N/A,#N/A,Manzikert/Malazgirt,Manzikert/Malazgirt,Manzikert/Malazgirt,FALSE,Manazgirt,Manzikert,,LABEL REV.,,,"Malazgirt – since this is a Medieval and Modern map, it made sense to keep it. If you like it better that way, I changed the name to Syriac Manazgirt (although in historiography it is better known as Mantzikert).","Okay, please use ""Manzikert""","I don't see this on map 10-11, but I think Manzikert is sufficiently well-known in English to invoke common form (like Edessa)",,,,,,,http://syriaca.org/place/462,#N/A,,,,,,,10-11,,,,,,
407,29,New29,Old207,Midyat,Midyat,Midyat,FALSE,,Midyat/Medyad,,FINAL,,,,,Do we want to add the Syriac form Medyad on map 10-11 (not map 19 b/c too crowded)?,,,,,,,http://syriaca.org/place/137,Midyat,,,,,,,10-11,,,,,,19
408,30,New30,Old208,Mlaḥsō,Mlaḥsō,Mlaḥsō,FALSE,,,,FINAL,,,,,,GK https://en.wikipedia.org/wiki/Mlahs%C3%B4_language,,,,,N/A,,#N/A,,,,,,,10-11,,,,,,19
409,446,New446,Old130,OSRHOENE,OSRHOENE,OSRHOENE,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/145,Osrhoene,,,,,,,10-11,,,,,,
410,#N/A,#N/A,#N/A,Penek,Penek,Penek,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/874648,http://syriaca.org/place/253,#N/A,,,,,,,10-11,,,,,,19
