DNU,Place Name,Syriaca-Name,Check with author,Syriaca-URI,ID_Number,Pleiades,Geonames,Wikipedia,Viaf,DARE,geonames.nga.mil,DAI,Iranica,Other,Place_Type_from_working-data,DNU,"Syriaca,DD",DNU,Draft_Coordinates_DMS,DNU,Draft_Coordinates_DD,Apprx,Source,UniqueID_from_working-data,OtherID_from_working-data,GazetterNote_from_working-data,Notes_from_working-data,Date Range,Requested-by_from_working-data,RelatedChapter_from_working-data,Scope,Existence_Date,DNU,Map#
Old277,Edessa,,,http://syriaca.org/place/78,Old277,,,,,,,,,,Settlement,Old277,"37.15,38.8",Old277,,Old277,,,,,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old277,6
Old278,Ḥarrān,,,http://syriaca.org/place/216,Old278,,,,,,,,,,Settlement,Old278,"36.8775,39.033889",Old278,,Old278,,,,,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old278,6
Old279,Ḥaṭrā,,,http://syriaca.org/place/93,Old279,,,,,,,,,,Settlement,Old279,"35.58806,42.71833",Old279,,Old279,,,,,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old279,6
Old280,Hierapolis,,,http://syriaca.org/place/122,Old280,,,,,,,,,,Settlement,Old280,"36.53333,37.95",Old280,,Old280,,,,,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old280,6
Old281,Palmyra,,,http://syriaca.org/place/153,Old281,,,,,,,,,,Settlement,Old281,"34.56,38.26722",Old281,,Old281,,,,,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old281,6
Old282,Serrīn,,,http://syriaca.org/place/655,Old282,,,https://en.wikipedia.org/wiki/Sarrin,,,,,,,Settlement,Old282,,Old282,,Old282,"36.588383,38.297878",,http://geonames.nga.mil,-3508644,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old282,6
Old283,Sumatar Harabesi,,,http://syriaca.org/place/643,Old283,,,,,,,,,,Settlement,Old283,,Old283,,Old283,"36.95722,39.34611",,http://gazetteer.dainst.org/place/2108084,,,,,Pre-4th C?,John Healey,Pre-Christian Religions,Eastern Mediterranean and Near East,200 BC - 400 AD,Old283,6
Old284,Kashkar,,,http://syriaca.org/place/2323,Old284,,,,,,,,,,Diocese,Old284,#N/A,Old284,,Old284,"32.18618,46.29969",y,http://dare.ht.lu.se/places/25148,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old284,1
Old285,Enaton,,,http://syriaca.org/place/473,Old285,,,,,,,,,,Region,Old285,,Old285,,Old285,"30.95597,29.54051",Y,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old285,1
Old286,School of Nisibis,,,http://syriaca.org/place/476,Old286,,,,,,,,,,School,Old286,,Old286,,Old286,"37.06667,41.21667",Y,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old286,1
Old287,Melitene,,,http://syriaca.org/place/136,Old287,,,,,,,,,,Settlement,Old287,"38.34767,38.31463",Old287,,Old287,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old287,1
Old288,Mopsuestia,,,http://syriaca.org/place/138,Old288,,,,,,,,,,Settlement,Old288,"36.95,35.58333",Old288,,Old288,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old288,1
Old289,Nisibis,,,http://syriaca.org/place/142,Old289,,,,,,,,,,Settlement,Old289,"37.06667,41.21667",Old289,,Old289,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old289,1
Old290,Tikrit,,,http://syriaca.org/place/193,Old290,,,,,,,,,,Settlement,Old290,"34.6,43.68333",Old290,,Old290,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old290,1
Old291,Salah,,,http://syriaca.org/place/2,Old291,,,,,,,,,,Settlement,Old291,"37.483889,41.4025",Old291,,Old291,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old291,1
Old292,Tella,,,http://syriaca.org/place/200,Old292,,,,,,,,,,Settlement,Old292,"37.233333,39.766666",Old292,,Old292,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old292,1
Old293,Hdatta,,,http://syriaca.org/place/825,Old293,,,,,,,,,,Settlement,Old293,#N/A,Old293,,Old293,"35.983,43.353",y,https://en.wikipedia.org/wiki/Hdatta,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old293,1
Old294,Mabbug,,,http://syriaca.org/place/122,Old294,,,,,,,,,,Settlement,Old294,"36.53333,37.95",Old294,,Old294,"32.18618,46.29969",Y,http://dare.ht.lu.se/places/25148,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old294,1
Old295,Merv,,,http://syriaca.org/place/607,Old295,,,,,,,,,,Settlement,Old295,"37.662778,62.1925",Old295,,Old295,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old295,1
Old296,Rome,,,http://syriaca.org/place/641,Old296,,,,,,,,,,Settlement,Old296,"41.8917375,12.4861685",Old296,,Old296,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old296,1
Old297,Edessa,,,http://syriaca.org/place/78,Old297,,,,,,,,,,Settlement,Old297,"37.15,38.8",Old297,,Old297,,,,,,,,,Jonathan Loopstra,The Syriac Bible and its Interpretation,Mesopotamia,400-2016,Old297,1
Old298,Quanzhou (Zayton),,,http://syriaca.org/place/2535,Old298,,http://www.geonames.org/maps/google_24.914_118.586.html,https://en.wikipedia.org/wiki/Quanzhou,,,,,,,Settlement,Old298,#N/A,Old298,,Old298,"24.913889,118.585833",,http://geonames.nga.mil,-2671084,https://viaf.org/viaf/136054622/,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old298,4
Old299,Karakorum,,,,Old299,,http://www.geonames.org/maps/google_34_78.html,https://en.wikipedia.org/wiki/Karakorum,,,,,,,Settlement,Old299,#N/A,Old299,,Old299,"47.210278,102.847778",,https://en.wikipedia.org/wiki/Karakorum,,http://depts.washington.edu/silkroad/cities/karakorum/karakorum.html,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old299,4
Old300,Ladakh,,,,Old300,,http://www.geonames.org/maps/google_34.333_77.417.html,https://en.wikipedia.org/wiki/Ladakh,,,,,,,Region,Old300,#N/A,Old300,,Old300,"34.33333,77.41667",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old300,4
Old301,Badghis,,REGION? Was marked as settlement,,Old301,,http://www.geonames.org/maps/google_35_63.75.html,,,,,,,,Region,Old301,#N/A,Old301,,Old301,"35,63.75",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old301,4
Old302,Hindu Kush,,,,Old302,,http://www.geonames.org/maps/google_35_71.html,,,,,,,,Mountain (Range),Old302,#N/A,Old302,,Old302,"35,71",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old302,4
Old303,Gilgit,,,,Old303,,http://www.geonames.org/maps/google_35.88_74.412.html,,,,,,,,Region,Old303,#N/A,Old303,,Old303,"35.88013,74.41232",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old303,4
Old304,Kunlun,,,,Old304,,http://www.geonames.org/maps/google_36_84.html,,,,,,,,Mountain (Range),Old304,#N/A,Old304,,Old304,"36,84",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old304,4
Old305,Nishapur,,,,Old305,,http://www.geonames.org/maps/google_36.213_58.796.html,https://en.wikipedia.org/wiki/Nishapur,,,,,,,Settlement,Old305,#N/A,Old305,,Old305,"36.17094,58.84734,",,dare.ht.lu.se/places/25242,,http://www.iranicaonline.org/articles/nishapur-i,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old305,4
Old306,Balkh,,,,Old306,,http://www.geonames.org/maps/google_36.756_66.897.html,,,,,,,,Settlement,Old306,#N/A,Old306,,Old306,"36.75635,66.8972",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old306,4
Old307,Khotan,,,,Old307,,http://www.geonames.org/maps/google_37.107_79.935.html,https://en.wikipedia.org/wiki/Hotan,,,,,,,Settlement,Old307,#N/A,Old307,,Old307,"37.107497,79.935485",,http://geonames.nga.mil,14754607,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old307,4
Old308,Pamir,,,,Old308,,"http://www.geonames.org/maps/google_38_73.html
http://www.geonames.org/maps/google_37.217_74.5.html",,,,,,,,Mountain (Range),Old308,#N/A,Old308,,Old308,"38,73
37.21667,74.5",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old308,4
Old309,Yarkand,,,,Old309,,http://www.geonames.org/maps/google_38.417_77.241.html,,,,,,,,Settlement,Old309,#N/A,Old309,,Old309,"38.41667,77.24056",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old309,4
Old310,Qarshi,,,,Old310,,http://www.geonames.org/maps/google_38.861_65.789.html,,,,,,,,Settlement,Old310,#N/A,Old310,,Old310,"38.86056,65.78905",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old310,4
Old311,Ordos,,,,Old311,,http://www.geonames.org/maps/google_39.461_108.809.html,,,,,,,,Region,Old311,#N/A,Old311,,Old311,"39.46142,108.80946",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old311,4
Old312,Kashgar,,,,Old312,,http://www.geonames.org/maps/google_39.471_75.99.html,https://en.wikipedia.org/wiki/Kashgar,,,,,,,Settlement,Old312,#N/A,Old312,,Old312,"39.470655,75.989513",,http://geonames.nga.mil,-2646875,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old312,4
Old313,Bukhara,,,,Old313,,http://www.geonames.org/maps/google_39.775_64.429.html,,,,,,,,Settlement,Old313,#N/A,Old313,,Old313,"39.766667,64.433333",,http://dare.ht.lu.se/places/23106,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old313,4
Old314,Khanbaliq (Beijing),,,http://syriaca.org/place/2539,Old314,,http://www.geonames.org/maps/google_39.907_116.397.html,https://en.wikipedia.org/wiki/Beijing,,,,,,,Settlement,Old314,#N/A,Old314,,Old314,"39.928819,116.388869",,http://geonames.nga.mil,-2611050,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old314,4
Old315,Dunhuang,,,,Old315,,http://www.geonames.org/maps/google_40.167_94.683.html,https://en.wikipedia.org/wiki/Dunhuang,,,,,,,Settlement,Old315,#N/A,Old315,,Old315,"40.166667,94.683333",,http://geonames.nga.mil,-2626169,http://viaf.org/viaf/258771346,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old315,4
Old316,Tenduc,,,,Old316,,http://www.geonames.org/maps/google_40.358_109.965.html,,,,,,,,Region,Old316,#N/A,Old316,,Old316,"40.35781,109.96451",,,,,,NE corner of great bend of Yellow River in China,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old316,4
Old317,Osh,,,,Old317,,http://www.geonames.org/maps/google_40.528_72.799.html,,,,,,,,Settlement,Old317,#N/A,Old317,,Old317,"40.52828,72.7985",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old317,4
Old318,Uzgand,,,,Old318,,http://www.geonames.org/maps/google_40.77_73.301.html,,,,,,,,Settlement,Old318,#N/A,Old318,,Old318,"40.76994,73.30068",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old318,4
Old319,Hohhot,,,,Old319,,http://www.geonames.org/maps/google_40.811_111.652.html,,,,,,,,Settlement,Old319,#N/A,Old319,,Old319,"40.81056,111.65222",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old319,4
Old320,Tarim Basin,,,,Old320,,http://www.geonames.org/maps/google_41_84.html,,,,,,,,Region,Old320,#N/A,Old320,,Old320,"41,84",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old320,4
Old321,Aqsu,,,,Old321,,http://www.geonames.org/maps/google_41.184_80.279.html,,,,,,,,Settlement,Old321,#N/A,Old321,,Old321,"41.18418,80.27921",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old321,4
Old322,Tashkent,,,,Old322,,http://www.geonames.org/maps/google_41.265_69.216.html,https://en.wikipedia.org/wiki/Tashkent,,,,,,,Settlement,Old322,#N/A,Old322,,Old322,"41.316667,69.25",,http://geonames.nga.mil,-3550061,https://viaf.org/viaf/136886417/,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old322,4
Old323,Mizdaxkan,,,,Old323,,http://www.geonames.org/maps/google_41.55_60.633.html,,,,,,,,Settlement,Old323,#N/A,Old323,,Old323,"41.55,60.63333",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old323,4
Old324,Korla,,,,Old324,,http://www.geonames.org/maps/google_41.761_86.152.html,,,,,,,,Settlement,Old324,#N/A,Old324,,Old324,"41.76055,86.15231",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old324,4
Old325,Luntai (Bügür),,,,Old325,,http://www.geonames.org/maps/google_41.774_84.244.html,,,,,,,,Settlement,Old325,#N/A,Old325,,Old325,"41.77389,84.24417",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old325,4
Old326,Tien Shan,,,,Old326,,http://www.geonames.org/maps/google_42_80.html,,,,,,,,Mountain (Range),Old326,#N/A,Old326,,Old326,"42,80",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old326,4
Old327,Qarashahr,,,,Old327,,http://www.geonames.org/maps/google_42.062_86.566.html,,,,,,,,Settlement,Old327,#N/A,Old327,,Old327,"42.06204,86.56632",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old327,4
Old328,Chifeng,,,,Old328,,http://www.geonames.org/maps/google_42.268_118.964.html,https://en.wikipedia.org/wiki/Chifeng,,,,,,,Settlement,Old328,#N/A,Old328,,Old328,"42.268333,118.963611",,http://geonames.nga.mil,-2617579,https://www.britannica.com/place/Chifeng,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old328,4
Old329,Konye-Urgench,,,,Old329,,http://www.geonames.org/maps/google_42.328_59.154.html,,,,,,,,Settlement,Old329,#N/A,Old329,,Old329,"42.32773,59.15442",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old329,4
Old330,Navekath,,,,Old330,,http://www.geonames.org/maps/google_42.46_76.187.html,https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B2%D0%B0%D0%BA%D0%B5%D1%82,,,,,,,Settlement,Old330,#N/A,Old330,,Old330,"42.901402,74.976485",Y,http://geonames.nga.mil,-3218847,https://www.academia.edu/398263/Syriac_Gravestones_In_the_Tashkent_History_Museum,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old330,4
Old331,Toru Aygyr,,,,Old331,,http://www.geonames.org/maps/google_42.495_76.427.html,,,,,,,,Settlement,Old331,#N/A,Old331,,Old331,"42.49524,76.42742",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old331,4
Old332,Burana,,,,Old332,,http://www.geonames.org/maps/google_42.75_75.269.html,,,,,,,,Settlement,Old332,#N/A,Old332,,Old332,"42.75031,75.26947",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old332,4
Old333,Karajigach,,Is this correct? Karaj in Media?,,Old333,,http://www.geonames.org/maps/google_42.809_74.711.html,,,,,,,,Settlement,Old333,#N/A,Old333,,Old333,"42.80894,74.71127",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old333,4
Old334,Aq-Beshim,,,,Old334,,http://www.geonames.org/maps/google_42.813_75.242.html,,,,,,,,Settlement,Old334,#N/A,Old334,,Old334,"42.81337,75.24153",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old334,4
Old335,Qamul (Hami),,,,Old335,,http://www.geonames.org/maps/google_42.834_93.506.html,,,,,,,,Settlement,Old335,#N/A,Old335,,Old335,"42.83393,93.50601",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old335,4
Old336,Mirki,,,,Old336,,http://www.geonames.org/maps/google_42.868_73.176.html,,,,,,,,Settlement,Old336,#N/A,Old336,,Old336,"42.86773,73.17623",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old336,4
Old337,Talas/Taraz,,,,Old337,,http://www.geonames.org/maps/google_42.9_71.367.html,,,,,,,,Settlement,Old337,#N/A,Old337,,Old337,"42.9,71.36667",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old337,4
Old338,Krasnaya Rechka,,Separate from Navekat?,,Old338,,http://www.geonames.org/maps/google_42.901_74.976.html,,,,,,,,Settlement,Old338,#N/A,Old338,,Old338,"42.9014,74.97648",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old338,4
Old339,Talgar,,,,Old339,,http://www.geonames.org/maps/google_43.303_77.241.html,,,,,,,,Settlement,Old339,#N/A,Old339,,Old339,"43.30348,77.24085",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old339,4
Old340,Bars-köl,,,,Old340,,http://www.geonames.org/maps/google_43.599_93.009.html,,,,,,,,Settlement,Old340,#N/A,Old340,,Old340,"43.59881,93.00862",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old340,4
Old341,Qayaliq,,,,Old341,,http://www.geonames.org/maps/google_45.133_79.05.html,,,,,,,,Settlement,Old341,#N/A,Old341,,Old341,"45.13333,79.05",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old341,4
Old342,Sarai,,,,Old342,,http://www.geonames.org/maps/google_53.746_41.021.html,,,,,,,,Settlement,Old342,#N/A,Old342,,Old342,"53.74577,41.02126",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old342,4
Old343,Ḥdatta,,,http://syriaca.org/place/825,Old343,,http://www.geonames.org/maps/wikipedia_35.983_43.353.html,,,,,,,,Settlement,Old343,#N/A,Old343,,Old343,"35.983,43.353",y,https://en.wikipedia.org/wiki/Hdatta,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old343,4
Old344,Dailam,,,,Old344,,http://www.geonames.org/maps/wikipedia_37.2774_49.589.html,,,,,,,,Region,Old344,#N/A,Old344,,Old344,"37.2774,49.589",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old344,4
Old345,Gilan,,,,Old345,,http://www.geonames.org/maps/wikipedia_37.2774_49.589.html,,,,,,,,Region,Old345,#N/A,Old345,,Old345,"37.2774,49.589",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old345,4
Old346,Panjikent,,,,Old346,,http://www.geonames.org/maps/wikipedia_39.4972_67.6072.html,,,,,,,,Settlement,Old346,#N/A,Old346,,Old346,"39.4972,67.6072",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old346,4
Old347,Ferghana Valley,,,,Old347,,http://www.geonames.org/maps/wikipedia_40.74_72.63.html,,,,,,,,Region,Old347,#N/A,Old347,,Old347,"40.74,72.63",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old347,4
Old348,Besh-baliq,,,,Old348,,http://www.geonames.org/maps/wikipedia_41.65_82.9.html,,,,,,,,Settlement,Old348,#N/A,Old348,,Old348,"41.65,82.9",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old348,4
Old349,Koshang (Olon Süme-in Tor),,,,Old349,,http://www.geonames.org/maps/wikipedia_41.96_110.4861.html,https://en.wikipedia.org/wiki/Olon_S%C3%BCme,,,,,,,Settlement,Old349,#N/A,Old349,,Old349,"41.96,110.486111",Y,https://en.wikipedia.org/wiki/Olon_S%C3%BCme,,"Tjalling H. F. Halbertsma, Early Christian Remains of Inner Mongolia (Leiden: Brill, 2008), pp.150-157; オロンスム－モンゴル 帝国のキリスト教遺跡 / Olon Süme : remains of Christendom in inner Mongolia (Yokohama: Yokohama Museum of EurAsian Cultures, 2003). ISBN 4-902282-01-1 C3022.",,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old349,4
Old350,Khwarezm,,,,Old350,,L,,,,,,,,Region,Old350,#N/A,Old350,,Old350,"42.1896,59.3262",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old350,4
Old351,Semirechye (Yeti Su),,,,Old351,,http://www.geonames.org/maps/wikipedia_45.3984_78.0469.html,,,,,,,,Region,Old351,#N/A,Old351,,Old351,"45.3984,78.0469",,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old351,4
Old352,Khorasan,,,http://syriaca.org/place/603,Old352,,,https://en.wikipedia.org/wiki/Greater_Khorasan,,,,,,,Region,Old352,,Old352,,Old352,"36.213333,58.795833",y,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old352,4
Old353,Tibet,,,http://syriaca.org/place/646,Old353,,,https://en.wikipedia.org/wiki/Tibet,https://viaf.org/viaf/262467023/,,,,,http://gazetteer.dainst.org/place/2379366,Region,Old353,,Old353,,Old353,"31.66667,88",y,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old353,4
Old354,Turkistan,,"How is this different from the region group: Transoxiana, Sodgiana, Turan, or Turkestan?",http://syriaca.org/place/647,Old354,,,https://en.wikipedia.org/wiki/Turkestan,,,,,,,Region,Old354,,Old354,,Old354,"43,68",y,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old354,4
Old355,Tangut,,"Are these related: http://syriaca.org/place/727
http://syriaca.org/place/2385, also did I identify this correctly?",http://syriaca.org/place/727,Old355,,,https://en.wikipedia.org/wiki/Western_Xia,,,,,,,Region,Old355,,Old355,,Old355,"38.466667,106.266667",y,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old355,4
Old356,Sogdiana,,"How is this different from the region group: Transoxiana, Sodgiana, Turan, or Turkestan?",,Old356,http://pleiades.stoa.org/places/60058,,,,,,,,,Region,Old356,#N/A,Old356,,Old356,"39.656498,66.947223",,http://pleiades.stoa.org/places/60058,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old356,4
Old357,Bactria (Tokharistan),,,,Old357,http://pleiades.stoa.org/places/971705,,,,,,,,,Region,Old357,#N/A,Old357,,Old357,"37.5,67.5",,http://pleiades.stoa.org/places/971705,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old357,4
Old358,Surkhandarya,,,,Old358,,,https://en.wikipedia.org/wiki/Surxondaryo_Region,,,,,,,Region,Old358,#N/A,Old358,,Old358,"38,67.5",y,http://geonames.nga.mil,9091824,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old358,4
Old359,Transoxiana (Mawara’n-nahr),,"How is this different from the region group: Transoxiana, Sodgiana, Turan, or Turkestan?",,Old359,,,https://en.wikipedia.org/wiki/Transoxiana,,,,,,http://www.iranicaonline.org/articles/mawara-al-nahr,Region,Old359,#N/A,Old359,,Old359,"42,64",y,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old359,4
Old360,Syr Darya (Jaxartes),,,,Old360,http://pleiades.stoa.org/places/59844,,,,,,,,,River,Old360,#N/A,Old360,,Old360,"45.7077742,63.5889496",,http://pleiades.stoa.org/places/59844,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old360,4
Old361,Amu Darya (Oxus),,,,Old361,http://pleiades.stoa.org/places/59969,,,,,,,,,River,Old361,#N/A,Old361,,Old361,"39.5566082667,67.1893694",,http://pleiades.stoa.org/places/59969,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old361,4
Old362,Chu River,,,,Old362,,,https://en.wikipedia.org/wiki/Chu_River,https://viaf.org/viaf/236983327/,,,,,,River,Old362,#N/A,Old362,,Old362,"43.329049,74.095836",,https://en.wikipedia.org/wiki/Chu_River,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old362,4
Old363,Murghab River,,The one by Merv?,,Old363,,,https://en.wikipedia.org/wiki/Murghab_River,,,,,,,River,Old363,#N/A,Old363,,Old363,"35.580278,63.327778",y,https://en.wikipedia.org/wiki/Murghab_River,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old363,4
Old364,Black Sea,,,http://syriaca.org/place/503,Old364,,,,,,,,,,Open-water,Old364,"43.0786852,34.7425505",Old364,,Old364,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old364,4
Old365,Caspian Sea,,,http://syriaca.org/place/61,Old365,,,,,,,,,,Open-water,Old365,"38.5,50.5",Old365,,Old365,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old365,4
Old366,Mabbug,,,http://syriaca.org/place/122,Old366,,,,,,,,,,Settlement,Old366,"36.53333,37.95",Old366,,Old366,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old366,4
